index,timestamp,tag,description,condition
3514,2026-01-02 06:29:30.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
3515,2026-01-02 06:29:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3516,2026-01-02 06:31:00.000,HS102A,P-102A REFLUX PUMP MOTOR,TRIP RECOVERED
3517,2026-01-02 06:32:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3518,2026-01-02 06:32:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3519,2026-01-02 06:33:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3520,2026-01-02 06:33:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3521,2026-01-02 06:36:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3522,2026-01-02 06:37:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3523,2026-01-02 06:37:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3524,2026-01-02 06:37:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3525,2026-01-02 06:38:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3526,2026-01-02 06:39:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3527,2026-01-02 06:39:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3528,2026-01-02 06:39:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3529,2026-01-02 06:39:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3530,2026-01-02 06:40:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3531,2026-01-02 06:40:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3532,2026-01-02 06:41:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3533,2026-01-02 06:41:00.000,FI111,BENZENE PRODUCT FLOW,HIGH
3534,2026-01-02 06:41:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3535,2026-01-02 06:42:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3536,2026-01-02 06:43:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
3537,2026-01-02 06:43:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3538,2026-01-02 06:44:00.000,FI111,BENZENE PRODUCT FLOW,HIGH RECOVERED
3539,2026-01-02 06:44:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3540,2026-01-02 06:44:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3541,2026-01-02 06:45:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3542,2026-01-02 06:45:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3543,2026-01-02 06:45:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3544,2026-01-02 06:45:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3545,2026-01-02 06:46:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3546,2026-01-02 06:46:00.000,FI107,E-107 COOLING WATER FLOW,FAULT RECOVERED
3547,2026-01-02 06:46:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3548,2026-01-02 06:46:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3549,2026-01-02 06:46:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3550,2026-01-02 06:47:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
3551,2026-01-02 06:47:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
3552,2026-01-02 06:48:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
3553,2026-01-02 06:48:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3554,2026-01-02 06:49:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3555,2026-01-02 06:49:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3556,2026-01-02 06:49:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3557,2026-01-02 06:50:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3558,2026-01-02 06:50:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3559,2026-01-02 06:50:30.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH RECOVERED
3560,2026-01-02 06:51:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3561,2026-01-02 06:52:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3562,2026-01-02 06:52:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3563,2026-01-02 06:53:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3564,2026-01-02 06:54:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3565,2026-01-02 06:54:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3566,2026-01-02 06:56:00.000,FI110,TOLUENE PRODUCT FLOW,LOW
3567,2026-01-02 06:57:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3568,2026-01-02 06:57:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3569,2026-01-02 06:58:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3570,2026-01-02 06:58:30.000,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
3571,2026-01-02 06:59:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3572,2026-01-02 06:59:30.000,FI110,TOLUENE PRODUCT FLOW,LOW
3573,2026-01-02 07:00:00.000,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
3574,2026-01-02 07:00:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
3575,2026-01-02 07:00:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3576,2026-01-02 07:01:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3577,2026-01-02 07:01:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
3578,2026-01-02 07:01:53.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
3579,2026-01-02 07:02:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3580,2026-01-02 07:02:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3581,2026-01-02 07:02:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
3582,2026-01-02 07:04:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3583,2026-01-02 07:05:00.000,FI100,COLUMN FEED FLOW,HIGH
3584,2026-01-02 07:06:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3585,2026-01-02 07:06:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3586,2026-01-02 07:06:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3587,2026-01-02 07:06:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3588,2026-01-02 07:06:30.000,FI100,COLUMN FEED FLOW,HIGH RECOVERED
3589,2026-01-02 07:07:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3590,2026-01-02 07:07:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3591,2026-01-02 07:07:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3592,2026-01-02 07:08:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3593,2026-01-02 07:08:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3594,2026-01-02 07:08:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,TRIP
3595,2026-01-02 07:09:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
3596,2026-01-02 07:09:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
3597,2026-01-02 07:09:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3598,2026-01-02 07:11:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3599,2026-01-02 07:11:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3600,2026-01-02 07:11:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3601,2026-01-02 07:12:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3602,2026-01-02 07:12:30.000,PSV101,T-101 PRESSURE SAFETY VALVE,OPEN
3603,2026-01-02 07:12:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3604,2026-01-02 07:13:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3605,2026-01-02 07:13:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3606,2026-01-02 07:13:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3607,2026-01-02 07:13:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3608,2026-01-02 07:14:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,TRIP RECOVERED
3609,2026-01-02 07:14:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3610,2026-01-02 07:14:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3611,2026-01-02 07:14:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3612,2026-01-02 07:15:00.000,AI110,TOLUENE PRODUCT QUALITY ANALYZER,LOW
3613,2026-01-02 07:15:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3614,2026-01-02 07:15:30.000,PSV101,T-101 PRESSURE SAFETY VALVE,OPEN RECOVERED
3615,2026-01-02 07:16:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3616,2026-01-02 07:17:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3617,2026-01-02 07:17:00.000,PI201,STEAM HEADER PRESSURE,LOW
3618,2026-01-02 07:17:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3619,2026-01-02 07:18:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3620,2026-01-02 07:18:10.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
3621,2026-01-02 07:18:30.000,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,DEVIATION HIGH
3622,2026-01-02 07:18:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3623,2026-01-02 07:18:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3624,2026-01-02 07:19:00.000,PI201,STEAM HEADER PRESSURE,HIGH
3625,2026-01-02 07:19:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
3626,2026-01-02 07:19:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3627,2026-01-02 07:19:30.000,PI201,STEAM HEADER PRESSURE,LOW RECOVERED
3628,2026-01-02 07:20:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3629,2026-01-02 07:20:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3630,2026-01-02 07:20:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3631,2026-01-02 07:21:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3632,2026-01-02 07:21:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,FAULT
3633,2026-01-02 07:22:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3634,2026-01-02 07:23:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3635,2026-01-02 07:23:00.000,PI100,COLUMN FEED PRESSURE,HIGH
3636,2026-01-02 07:23:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
3637,2026-01-02 07:24:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3638,2026-01-02 07:24:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3639,2026-01-02 07:24:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3640,2026-01-02 07:25:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3641,2026-01-02 07:25:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3642,2026-01-02 07:25:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3643,2026-01-02 07:26:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3644,2026-01-02 07:26:30.000,PI201,STEAM HEADER PRESSURE,HIGH RECOVERED
3645,2026-01-02 07:26:37.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
3646,2026-01-02 07:27:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3647,2026-01-02 07:27:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
3648,2026-01-02 07:27:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3649,2026-01-02 07:27:30.000,PI100,COLUMN FEED PRESSURE,HIGH RECOVERED
3650,2026-01-02 07:28:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
3651,2026-01-02 07:28:30.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
3652,2026-01-02 07:29:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
3653,2026-01-02 07:29:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3654,2026-01-02 07:30:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3655,2026-01-02 07:31:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
3656,2026-01-02 07:31:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,FAULT RECOVERED
3657,2026-01-02 07:32:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3658,2026-01-02 07:32:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3659,2026-01-02 07:32:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3660,2026-01-02 07:33:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
3661,2026-01-02 07:33:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3662,2026-01-02 07:33:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3663,2026-01-02 07:34:30.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
3664,2026-01-02 07:35:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3665,2026-01-02 07:35:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3666,2026-01-02 07:35:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3667,2026-01-02 07:35:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3668,2026-01-02 07:35:30.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
3669,2026-01-02 07:36:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3670,2026-01-02 07:36:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3671,2026-01-02 07:36:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3672,2026-01-02 07:36:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3673,2026-01-02 07:37:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3674,2026-01-02 07:37:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3675,2026-01-02 07:37:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3676,2026-01-02 07:38:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3677,2026-01-02 07:39:00.000,FI111,BENZENE PRODUCT FLOW,HIGH
3678,2026-01-02 07:39:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3679,2026-01-02 07:39:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3680,2026-01-02 07:40:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3681,2026-01-02 07:40:58.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
3682,2026-01-02 07:41:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3683,2026-01-02 07:41:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3684,2026-01-02 07:41:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
3685,2026-01-02 07:41:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3686,2026-01-02 07:42:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3687,2026-01-02 07:42:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3688,2026-01-02 07:42:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
3689,2026-01-02 07:42:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3690,2026-01-02 07:43:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
3691,2026-01-02 07:44:00.000,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
3692,2026-01-02 07:44:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3693,2026-01-02 07:45:00.000,FI111,BENZENE PRODUCT FLOW,HIGH RECOVERED
3694,2026-01-02 07:45:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3695,2026-01-02 07:46:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3696,2026-01-02 07:46:30.000,FI111,BENZENE PRODUCT FLOW,HIGH
3697,2026-01-02 07:46:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3698,2026-01-02 07:46:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3699,2026-01-02 07:47:00.000,FI111,BENZENE PRODUCT FLOW,HIGH RECOVERED
3700,2026-01-02 07:47:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3701,2026-01-02 07:48:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3702,2026-01-02 07:48:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3703,2026-01-02 07:48:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3704,2026-01-02 07:48:00.000,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
3705,2026-01-02 07:48:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3706,2026-01-02 07:49:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3707,2026-01-02 07:49:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3708,2026-01-02 07:50:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3709,2026-01-02 07:50:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3710,2026-01-02 07:50:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3711,2026-01-02 07:50:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3712,2026-01-02 07:52:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3713,2026-01-02 07:52:00.000,FI107,E-107 COOLING WATER FLOW,FAULT
3714,2026-01-02 07:52:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3715,2026-01-02 07:52:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3716,2026-01-02 07:54:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3717,2026-01-02 07:54:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,FAULT
3718,2026-01-02 07:55:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3719,2026-01-02 07:55:00.000,FI107,E-107 COOLING WATER FLOW,FAULT RECOVERED
3720,2026-01-02 07:55:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3721,2026-01-02 07:55:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3722,2026-01-02 07:56:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3723,2026-01-02 07:56:30.000,HS103A,P-103A PRODUCT PUMP MOTOR,FAULT RECOVERED
3724,2026-01-02 07:57:00.000,PI201,STEAM HEADER PRESSURE,LOW
3725,2026-01-02 07:57:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3726,2026-01-02 07:57:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3727,2026-01-02 07:58:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3728,2026-01-02 07:58:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3729,2026-01-02 07:59:13.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
3730,2026-01-02 07:59:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3731,2026-01-02 08:01:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
3732,2026-01-02 08:01:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
3733,2026-01-02 08:01:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3734,2026-01-02 08:01:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3735,2026-01-02 08:02:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3736,2026-01-02 08:02:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3737,2026-01-02 08:02:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3738,2026-01-02 08:03:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3739,2026-01-02 08:03:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3740,2026-01-02 08:03:30.000,FI101,T-101 REFLUX FLOW,LOW
3741,2026-01-02 08:03:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3742,2026-01-02 08:03:30.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
3743,2026-01-02 08:04:00.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD
3744,2026-01-02 08:04:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3745,2026-01-02 08:05:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3746,2026-01-02 08:05:00.000,FI101,T-101 REFLUX FLOW,LOW RECOVERED
3747,2026-01-02 08:05:00.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD RECOVERED
3748,2026-01-02 08:05:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3749,2026-01-02 08:06:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3750,2026-01-02 08:06:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3751,2026-01-02 08:06:30.000,PI201,STEAM HEADER PRESSURE,LOW RECOVERED
3752,2026-01-02 08:07:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
3753,2026-01-02 08:08:30.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH
3754,2026-01-02 08:10:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3755,2026-01-02 08:10:00.000,TI109,E-107 CONDENSER OUTLET TEMPERATURE,HIGH RECOVERED
3756,2026-01-02 08:10:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3757,2026-01-02 08:11:30.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3758,2026-01-02 08:11:30.000,FI106,E-106 REBOILER INLET FLOW,LOW
3759,2026-01-02 08:12:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3760,2026-01-02 08:12:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3761,2026-01-02 08:12:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT
3762,2026-01-02 08:13:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
3763,2026-01-02 08:14:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH
3764,2026-01-02 08:15:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3765,2026-01-02 08:16:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3766,2026-01-02 08:16:00.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
3767,2026-01-02 08:16:30.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD
3768,2026-01-02 08:16:42.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
3769,2026-01-02 08:17:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3770,2026-01-02 08:17:19.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW
3771,2026-01-02 08:17:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
3772,2026-01-02 08:17:30.000,HS102A,P-102A REFLUX PUMP MOTOR,OVERLOAD RECOVERED
3773,2026-01-02 08:18:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
3774,2026-01-02 08:18:00.000,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH RECOVERED
3775,2026-01-02 08:18:00.000,FI106,E-106 REBOILER INLET FLOW,LOW LOW RECOVERED
3776,2026-01-02 08:19:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3777,2026-01-02 08:19:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
3778,2026-01-02 08:20:00.000,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
3779,2026-01-02 08:21:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,TRIP
3780,2026-01-02 08:22:00.000,HS103A,P-103A PRODUCT PUMP MOTOR,TRIP RECOVERED
3781,2026-01-02 08:22:30.000,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,FAULT RECOVERED
3782,2026-01-02 08:22:30.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3783,2026-01-02 08:23:30.000,FI106,E-106 REBOILER INLET FLOW,FAULT
3784,2026-01-02 08:24:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH
3785,2026-01-02 08:24:00.000,FI106,E-106 REBOILER INLET FLOW,LOW
3786,2026-01-02 08:25:00.000,TI100,COLUMN FEED TEMPERATURE,LOW
3787,2026-01-02 08:25:00.000,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
3788,2026-01-02 08:25:00.000,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
3789,2026-01-02 08:26:00.000,PI100,COLUMN FEED PRESSURE,HIGH
3790,2026-01-02 08:26:00.000,FI106,E-106 REBOILER INLET FLOW,FAULT RECOVERED
