,time,alarm_text
1551,2024-05-03 00:17:29,TT-8008: Pump P-108 Inlet Temperature - Low
1552,2024-05-03 00:18:46,TT-1616: Pump P-116 Outlet Temperature - Low
1553,2024-05-03 00:19:09,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1554,2024-05-03 00:19:09,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1555,2024-05-03 00:19:09,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1556,2024-05-03 00:23:22,PT-1414: Compressor C-114 Suction Pressure - Low
1557,2024-05-03 00:23:22,PT-2626: Compressor C-126 Discharge Pressure - Low
1558,2024-05-03 00:23:22,PT-2222: Compressor C-122 Suction Pressure - High
1559,2024-05-03 00:24:34,PT-3003: Pump P-103 Discharge Pressure - High-High
1560,2024-05-03 00:28:16,FT-1313: Vessel V-113 Flow Rate - High-High
1561,2024-05-03 00:29:21,TT-8008: Pump P-108 Inlet Temperature - Low
1562,2024-05-03 00:29:34,PT-4646: Compressor C-146 Suction Pressure - High
1563,2024-05-03 00:32:52,LT-3939: Vessel V-139 Liquid Level - Low-Low
1564,2024-05-03 00:36:20,FT-1717: Vessel V-117 Flow Rate - Low-Low
1565,2024-05-03 00:38:12,LT-2727: Vessel V-127 Liquid Level - High
1566,2024-05-03 00:41:21,FT-9009: Vessel V-109 Flow Rate - High
1567,2024-05-03 00:45:15,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
1568,2024-05-03 00:46:44,TT-2424: Pump P-124 Outlet Temperature - High
1569,2024-05-03 00:48:52,TT-1616: Pump P-116 Outlet Temperature - Low
1570,2024-05-03 00:53:48,LT-4747: Vessel V-147 Liquid Level - High-High
1571,2024-05-03 00:57:51,TT-2424: Pump P-124 Outlet Temperature - High
1572,2024-05-03 00:59:02,LT-2002: Compressor C-102 Liquid Level - Low
1573,2024-05-03 01:01:55,PT-3030: Compressor C-130 Suction Pressure - High
1574,2024-05-03 01:02:11,PT-3838: Compressor C-138 Suction Pressure - Low
1575,2024-05-03 01:05:04,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
1576,2024-05-03 01:07:59,TT-4444: Pump P-144 Inlet Temperature - High
1577,2024-05-03 01:07:59,TT-1616: Pump P-116 Outlet Temperature - Low
1578,2024-05-03 01:07:59,TT-4848: Pump P-148 Outlet Temperature - Low
1579,2024-05-03 01:08:07,FT-4141: Vessel V-141 Flow Rate - Low
1580,2024-05-03 01:10:08,PT-4646: Compressor C-146 Suction Pressure - High
1581,2024-05-03 01:12:20,LT-4343: Vessel V-143 Liquid Level - Low
1582,2024-05-03 01:16:52,FT-3737: Vessel V-137 Flow Rate - High-High
1583,2024-05-03 01:21:15,FT-1313: Vessel V-113 Flow Rate - High-High
1584,2024-05-03 01:21:51,PT-1414: Compressor C-114 Suction Pressure - Low
1585,2024-05-03 01:21:51,PT-2626: Compressor C-126 Discharge Pressure - Low
1586,2024-05-03 01:21:51,PT-2222: Compressor C-122 Suction Pressure - High
1587,2024-05-03 01:21:52,FT-4141: Vessel V-141 Flow Rate - Low
1588,2024-05-03 01:22:59,TT-4444: Pump P-144 Inlet Temperature - High
1589,2024-05-03 01:22:59,TT-1616: Pump P-116 Outlet Temperature - Low
1590,2024-05-03 01:22:59,TT-4848: Pump P-148 Outlet Temperature - Low
1591,2024-05-03 01:24:36,PT-3838: Compressor C-138 Suction Pressure - Low
1592,2024-05-03 01:26:02,TT-4444: Pump P-144 Inlet Temperature - High
1593,2024-05-03 01:26:02,TT-1616: Pump P-116 Outlet Temperature - Low
1594,2024-05-03 01:26:02,TT-4848: Pump P-148 Outlet Temperature - Low
1595,2024-05-03 01:27:06,PT-1414: Compressor C-114 Suction Pressure - Low
1596,2024-05-03 01:27:06,PT-2626: Compressor C-126 Discharge Pressure - Low
1597,2024-05-03 01:27:06,PT-2222: Compressor C-122 Suction Pressure - High
1598,2024-05-03 01:27:11,TT-2424: Pump P-124 Outlet Temperature - High
1599,2024-05-03 01:31:55,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1600,2024-05-03 01:31:55,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1601,2024-05-03 01:31:55,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1602,2024-05-03 01:36:45,FT-1717: Vessel V-117 Flow Rate - Low-Low
1603,2024-05-03 01:39:18,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1604,2024-05-03 01:39:18,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1605,2024-05-03 01:39:18,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1606,2024-05-03 01:41:37,LT-3131: Vessel V-131 Liquid Level - High-High
1607,2024-05-03 01:42:42,PT-1818: Compressor C-118 Discharge Pressure - High
1608,2024-05-03 01:45:40,FT-4545: Vessel V-145 Flow Rate - Low-Low
1609,2024-05-03 01:47:11,TT-8008: Pump P-108 Inlet Temperature - Low
1610,2024-05-03 01:47:25,FT-4141: Vessel V-141 Flow Rate - Low
1611,2024-05-03 01:51:45,PT-6006: Compressor C-106 Suction Pressure - Low
1612,2024-05-03 01:52:21,TT-4444: Pump P-144 Inlet Temperature - High
1613,2024-05-03 01:54:57,FT-2121: Vessel V-121 Flow Rate - Low
1614,2024-05-03 01:54:57,LT-1919: Vessel V-119 Liquid Level - Low
1615,2024-05-03 01:54:57,FT-3737: Vessel V-137 Flow Rate - High-High
1616,2024-05-03 01:58:40,LT-1111: Pump P-111 Liquid Level - High
1617,2024-05-03 02:00:07,PT-1414: Compressor C-114 Suction Pressure - Low
1618,2024-05-03 02:00:07,PT-2626: Compressor C-126 Discharge Pressure - Low
1619,2024-05-03 02:00:07,PT-2222: Compressor C-122 Suction Pressure - High
1620,2024-05-03 02:04:59,FT-2121: Vessel V-121 Flow Rate - Low
1621,2024-05-03 02:06:17,LT-7007: Vessel V-107 Liquid Level - High-High
1622,2024-05-03 02:06:17,FV-1001: Vessel V-101 Pressure - High
1623,2024-05-03 02:06:17,LT-3939: Vessel V-139 Liquid Level - Low-Low
1624,2024-05-03 02:10:07,PT-6006: Compressor C-106 Suction Pressure - Low
1625,2024-05-03 02:13:44,PT-3003: Pump P-103 Discharge Pressure - High-High
1626,2024-05-03 02:17:43,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1627,2024-05-03 02:17:43,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1628,2024-05-03 02:17:43,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1629,2024-05-03 02:18:37,FT-5005: Vessel V-105 Flow Rate - Low-Low
1630,2024-05-03 02:23:07,TT-8008: Pump P-108 Inlet Temperature - Low
1631,2024-05-03 02:24:22,FT-2121: Vessel V-121 Flow Rate - Low
1632,2024-05-03 02:24:22,LT-1919: Vessel V-119 Liquid Level - Low
1633,2024-05-03 02:24:22,FT-3737: Vessel V-137 Flow Rate - High-High
1634,2024-05-03 02:26:38,FT-3333: Vessel V-133 Flow Rate - High
1635,2024-05-03 02:28:17,FT-2121: Vessel V-121 Flow Rate - Low
1636,2024-05-03 02:31:00,TT-2424: Pump P-124 Outlet Temperature - High
1637,2024-05-03 02:32:54,TT-1616: Pump P-116 Outlet Temperature - Low
1638,2024-05-03 02:34:01,LT-3131: Vessel V-131 Liquid Level - High-High
1639,2024-05-03 02:36:43,FT-4949: Vessel V-149 Flow Rate - High
1640,2024-05-03 02:38:01,FT-2121: Vessel V-121 Flow Rate - Low
1641,2024-05-03 02:38:01,LT-1919: Vessel V-119 Liquid Level - Low
1642,2024-05-03 02:38:01,FT-3737: Vessel V-137 Flow Rate - High-High
1643,2024-05-03 02:40:01,LT-7007: Vessel V-107 Liquid Level - High-High
1644,2024-05-03 02:40:01,FV-1001: Vessel V-101 Pressure - High
1645,2024-05-03 02:40:01,LT-3939: Vessel V-139 Liquid Level - Low-Low
1646,2024-05-03 02:41:16,FT-1313: Vessel V-113 Flow Rate - High-High
1647,2024-05-03 02:45:12,PT-1414: Compressor C-114 Suction Pressure - Low
1648,2024-05-03 02:45:12,PT-2626: Compressor C-126 Discharge Pressure - Low
1649,2024-05-03 02:45:12,PT-2222: Compressor C-122 Suction Pressure - High
1650,2024-05-03 02:46:13,LT-2002: Compressor C-102 Liquid Level - Low
1651,2024-05-03 02:47:17,FT-2121: Vessel V-121 Flow Rate - Low
1652,2024-05-03 02:47:17,LT-1919: Vessel V-119 Liquid Level - Low
1653,2024-05-03 02:47:17,FT-3737: Vessel V-137 Flow Rate - High-High
1654,2024-05-03 02:48:23,LT-4747: Vessel V-147 Liquid Level - High-High
1655,2024-05-03 02:49:21,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1656,2024-05-03 02:49:21,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1657,2024-05-03 02:49:21,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1658,2024-05-03 02:52:54,LT-7007: Vessel V-107 Liquid Level - High-High
1659,2024-05-03 02:52:54,FV-1001: Vessel V-101 Pressure - High
1660,2024-05-03 02:52:54,LT-3939: Vessel V-139 Liquid Level - Low-Low
1661,2024-05-03 02:54:08,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1662,2024-05-03 02:54:08,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1663,2024-05-03 02:54:08,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1664,2024-05-03 02:58:35,PT-6006: Compressor C-106 Suction Pressure - Low
1665,2024-05-03 02:59:44,FT-1313: Vessel V-113 Flow Rate - High-High
1666,2024-05-03 03:00:01,TT-8008: Pump P-108 Inlet Temperature - Low
1667,2024-05-03 03:01:56,LT-2727: Vessel V-127 Liquid Level - High
1668,2024-05-03 03:03:02,TT-2424: Pump P-124 Outlet Temperature - High
1669,2024-05-03 03:05:08,FT-1313: Vessel V-113 Flow Rate - High-High
1670,2024-05-03 03:08:13,LT-7007: Vessel V-107 Liquid Level - High-High
1671,2024-05-03 03:08:13,FV-1001: Vessel V-101 Pressure - High
1672,2024-05-03 03:08:13,LT-3939: Vessel V-139 Liquid Level - Low-Low
1673,2024-05-03 03:08:46,LT-4343: Vessel V-143 Liquid Level - Low
1674,2024-05-03 03:11:30,PT-3838: Compressor C-138 Suction Pressure - Low
1675,2024-05-03 03:14:27,TT-4848: Pump P-148 Outlet Temperature - Low
1676,2024-05-03 03:16:30,LT-4747: Vessel V-147 Liquid Level - High-High
1677,2024-05-03 03:20:19,FT-2525: Vessel V-125 Flow Rate - High-High
1678,2024-05-03 03:20:36,PT-1414: Compressor C-114 Suction Pressure - Low
1679,2024-05-03 03:20:36,PT-2626: Compressor C-126 Discharge Pressure - Low
1680,2024-05-03 03:20:36,PT-2222: Compressor C-122 Suction Pressure - High
1681,2024-05-03 03:22:58,TT-3232: Pump P-132 Outlet Temperature - Low
1682,2024-05-03 03:25:43,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
1683,2024-05-03 03:29:20,PT-1414: Compressor C-114 Suction Pressure - Low
1684,2024-05-03 03:30:50,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1685,2024-05-03 03:30:50,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1686,2024-05-03 03:30:50,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1687,2024-05-03 03:32:37,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1688,2024-05-03 03:36:53,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1689,2024-05-03 03:36:53,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1690,2024-05-03 03:36:53,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1691,2024-05-03 03:37:53,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1692,2024-05-03 03:37:53,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1693,2024-05-03 03:37:53,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1694,2024-05-03 03:39:40,LT-1111: Pump P-111 Liquid Level - High
1695,2024-05-03 03:40:28,PT-3030: Compressor C-130 Suction Pressure - High
1696,2024-05-03 03:45:20,PT-6006: Compressor C-106 Suction Pressure - Low
1697,2024-05-03 03:46:17,PT-1414: Compressor C-114 Suction Pressure - Low
1698,2024-05-03 03:46:17,PT-2626: Compressor C-126 Discharge Pressure - Low
1699,2024-05-03 03:46:17,PT-2222: Compressor C-122 Suction Pressure - High
1700,2024-05-03 03:48:51,TT-3636: Pump P-136 Inlet Temperature - Low
1701,2024-05-03 03:53:45,LT-3939: Vessel V-139 Liquid Level - Low-Low
1702,2024-05-03 03:55:01,PT-3838: Compressor C-138 Suction Pressure - Low
1703,2024-05-03 03:56:07,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
1704,2024-05-03 03:57:40,FT-2525: Vessel V-125 Flow Rate - High-High
1705,2024-05-03 03:58:31,FT-2525: Vessel V-125 Flow Rate - High-High
1706,2024-05-03 04:01:49,LT-3535: Vessel V-135 Liquid Level - High
1707,2024-05-03 04:04:35,LT-3131: Vessel V-131 Liquid Level - High-High
1708,2024-05-03 04:09:27,PT-3030: Compressor C-130 Suction Pressure - High
1709,2024-05-03 04:10:04,LT-1111: Pump P-111 Liquid Level - High
1710,2024-05-03 04:13:02,FT-2929: Vessel V-129 Flow Rate - Low-Low
1711,2024-05-03 04:16:38,PT-3838: Compressor C-138 Suction Pressure - Low
1712,2024-05-03 04:21:03,LT-4747: Vessel V-147 Liquid Level - High-High
1713,2024-05-03 04:25:45,TT-3232: Pump P-132 Outlet Temperature - Low
1714,2024-05-03 04:28:29,LT-4343: Vessel V-143 Liquid Level - Low
1715,2024-05-03 04:29:46,LT-1111: Pump P-111 Liquid Level - High
1716,2024-05-03 04:29:53,FT-1717: Vessel V-117 Flow Rate - Low-Low
1717,2024-05-03 04:32:27,LT-3939: Vessel V-139 Liquid Level - Low-Low
1718,2024-05-03 04:35:00,LT-1111: Pump P-111 Liquid Level - High
1719,2024-05-03 04:39:01,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
1720,2024-05-03 04:41:53,LT-3535: Vessel V-135 Liquid Level - High
1721,2024-05-03 04:45:24,PT-3003: Pump P-103 Discharge Pressure - High-High
1722,2024-05-03 04:48:58,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
1723,2024-05-03 04:50:24,PT-2222: Compressor C-122 Suction Pressure - High
1724,2024-05-03 04:51:03,LT-3131: Vessel V-131 Liquid Level - High-High
1725,2024-05-03 04:53:29,LT-4343: Vessel V-143 Liquid Level - Low
1726,2024-05-03 04:57:27,LT-7007: Vessel V-107 Liquid Level - High-High
1727,2024-05-03 04:58:33,FT-5005: Vessel V-105 Flow Rate - Low-Low
1728,2024-05-03 05:03:21,LT-1515: Vessel V-115 Liquid Level - High-High
1729,2024-05-03 05:07:41,FT-2121: Vessel V-121 Flow Rate - Low
1730,2024-05-03 05:07:41,LT-1919: Vessel V-119 Liquid Level - Low
1731,2024-05-03 05:07:41,FT-3737: Vessel V-137 Flow Rate - High-High
1732,2024-05-03 05:07:50,LT-2002: Compressor C-102 Liquid Level - Low
1733,2024-05-03 05:11:26,TT-4444: Pump P-144 Inlet Temperature - High
1734,2024-05-03 05:11:26,TT-1616: Pump P-116 Outlet Temperature - Low
1735,2024-05-03 05:11:26,TT-4848: Pump P-148 Outlet Temperature - Low
1736,2024-05-03 05:16:09,PT-1414: Compressor C-114 Suction Pressure - Low
1737,2024-05-03 05:16:09,PT-2626: Compressor C-126 Discharge Pressure - Low
1738,2024-05-03 05:16:09,PT-2222: Compressor C-122 Suction Pressure - High
1739,2024-05-03 05:16:48,LT-7007: Vessel V-107 Liquid Level - High-High
1740,2024-05-03 05:16:48,FV-1001: Vessel V-101 Pressure - High
1741,2024-05-03 05:16:48,LT-3939: Vessel V-139 Liquid Level - Low-Low
1742,2024-05-03 05:20:46,TT-4444: Pump P-144 Inlet Temperature - High
1743,2024-05-03 05:20:46,TT-1616: Pump P-116 Outlet Temperature - Low
1744,2024-05-03 05:20:46,TT-4848: Pump P-148 Outlet Temperature - Low
1745,2024-05-03 05:24:44,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
1746,2024-05-03 05:25:27,PT-2222: Compressor C-122 Suction Pressure - High
1747,2024-05-03 05:29:44,FT-4141: Vessel V-141 Flow Rate - Low
1748,2024-05-03 05:30:36,PT-4646: Compressor C-146 Suction Pressure - High
1749,2024-05-03 05:32:44,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1750,2024-05-03 05:32:44,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1751,2024-05-03 05:32:44,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1752,2024-05-03 05:37:06,PT-5050: Compressor C-150 Discharge Pressure - Low-Low
1753,2024-05-03 05:39:04,FT-2525: Vessel V-125 Flow Rate - High-High
1754,2024-05-03 05:41:44,LT-2727: Vessel V-127 Liquid Level - High
1755,2024-05-03 05:42:44,FT-2121: Vessel V-121 Flow Rate - Low
1756,2024-05-03 05:44:40,LT-1111: Pump P-111 Liquid Level - High
1757,2024-05-03 05:49:21,FT-4949: Vessel V-149 Flow Rate - High
1758,2024-05-03 05:53:01,FT-4545: Vessel V-145 Flow Rate - Low-Low
1759,2024-05-03 05:54:06,FT-2121: Vessel V-121 Flow Rate - Low
1760,2024-05-03 05:54:06,LT-1919: Vessel V-119 Liquid Level - Low
1761,2024-05-03 05:54:06,FT-3737: Vessel V-137 Flow Rate - High-High
1762,2024-05-03 05:58:30,PT-1414: Compressor C-114 Suction Pressure - Low
1763,2024-05-03 05:58:30,PT-2626: Compressor C-126 Discharge Pressure - Low
1764,2024-05-03 05:58:30,PT-2222: Compressor C-122 Suction Pressure - High
1765,2024-05-03 06:01:47,PT-2222: Compressor C-122 Suction Pressure - High
1766,2024-05-03 06:06:24,LT-1919: Vessel V-119 Liquid Level - Low
1767,2024-05-03 06:10:11,TT-3636: Pump P-136 Inlet Temperature - Low
1768,2024-05-03 06:12:10,FT-1313: Vessel V-113 Flow Rate - High-High
1769,2024-05-03 06:12:28,LT-7007: Vessel V-107 Liquid Level - High-High
1770,2024-05-03 06:12:28,FV-1001: Vessel V-101 Pressure - High
1771,2024-05-03 06:12:28,LT-3939: Vessel V-139 Liquid Level - Low-Low
1772,2024-05-03 06:14:00,TT-4444: Pump P-144 Inlet Temperature - High
1773,2024-05-03 06:14:00,TT-1616: Pump P-116 Outlet Temperature - Low
1774,2024-05-03 06:14:00,TT-4848: Pump P-148 Outlet Temperature - Low
1775,2024-05-03 06:18:15,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1776,2024-05-03 06:18:15,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1777,2024-05-03 06:18:15,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1778,2024-05-03 06:18:48,TT-3232: Pump P-132 Outlet Temperature - Low
1779,2024-05-03 06:23:05,FT-4141: Vessel V-141 Flow Rate - Low
1780,2024-05-03 06:24:13,PT-1414: Compressor C-114 Suction Pressure - Low
1781,2024-05-03 06:24:13,PT-2626: Compressor C-126 Discharge Pressure - Low
1782,2024-05-03 06:24:13,PT-2222: Compressor C-122 Suction Pressure - High
1783,2024-05-03 06:26:49,FT-1717: Vessel V-117 Flow Rate - Low-Low
1784,2024-05-03 06:29:15,FT-9009: Vessel V-109 Flow Rate - High
1785,2024-05-03 06:31:01,TT-3232: Pump P-132 Outlet Temperature - Low
1786,2024-05-03 06:31:21,PT-3003: Pump P-103 Discharge Pressure - High-High
1787,2024-05-03 06:32:12,LT-3131: Vessel V-131 Liquid Level - High-High
1788,2024-05-03 06:36:14,LT-7007: Vessel V-107 Liquid Level - High-High
1789,2024-05-03 06:39:22,LT-2323: Vessel V-123 Liquid Level - Low-Low
1790,2024-05-03 06:43:26,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1791,2024-05-03 06:43:26,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1792,2024-05-03 06:43:26,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1793,2024-05-03 06:46:49,FT-2121: Vessel V-121 Flow Rate - Low
1794,2024-05-03 06:46:49,LT-1919: Vessel V-119 Liquid Level - Low
1795,2024-05-03 06:46:49,FT-3737: Vessel V-137 Flow Rate - High-High
1796,2024-05-03 06:50:39,PT-2222: Compressor C-122 Suction Pressure - High
1797,2024-05-03 06:51:50,PT-3838: Compressor C-138 Suction Pressure - Low
1798,2024-05-03 06:52:21,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
1799,2024-05-03 06:57:04,LT-2002: Compressor C-102 Liquid Level - Low
1800,2024-05-03 07:01:42,FT-9009: Vessel V-109 Flow Rate - High
1801,2024-05-03 07:05:52,LT-1111: Pump P-111 Liquid Level - High
1802,2024-05-03 07:09:51,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
1803,2024-05-03 07:12:07,FT-3333: Vessel V-133 Flow Rate - High
1804,2024-05-03 07:15:30,LT-2323: Vessel V-123 Liquid Level - Low-Low
1805,2024-05-03 07:16:54,PT-1818: Compressor C-118 Discharge Pressure - High
1806,2024-05-03 07:20:16,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1807,2024-05-03 07:23:58,PT-1818: Compressor C-118 Discharge Pressure - High
1808,2024-05-03 07:23:59,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
1809,2024-05-03 07:28:01,FT-2929: Vessel V-129 Flow Rate - Low-Low
1810,2024-05-03 07:29:49,FT-2121: Vessel V-121 Flow Rate - Low
1811,2024-05-03 07:29:49,LT-1919: Vessel V-119 Liquid Level - Low
1812,2024-05-03 07:29:49,FT-3737: Vessel V-137 Flow Rate - High-High
1813,2024-05-03 07:31:20,TT-4444: Pump P-144 Inlet Temperature - High
1814,2024-05-03 07:31:20,TT-1616: Pump P-116 Outlet Temperature - Low
1815,2024-05-03 07:31:20,TT-4848: Pump P-148 Outlet Temperature - Low
1816,2024-05-03 07:34:24,PT-1818: Compressor C-118 Discharge Pressure - High
1817,2024-05-03 07:36:15,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1818,2024-05-03 07:36:15,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1819,2024-05-03 07:36:15,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1820,2024-05-03 07:39:24,PT-6006: Compressor C-106 Suction Pressure - Low
1821,2024-05-03 07:42:22,FT-3737: Vessel V-137 Flow Rate - High-High
1822,2024-05-03 07:44:54,FT-2929: Vessel V-129 Flow Rate - Low-Low
1823,2024-05-03 07:44:57,PT-3003: Pump P-103 Discharge Pressure - High-High
1824,2024-05-03 07:48:02,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1825,2024-05-03 07:49:43,TT-3232: Pump P-132 Outlet Temperature - Low
1826,2024-05-03 07:54:00,PT-1818: Compressor C-118 Discharge Pressure - High
1827,2024-05-03 07:57:15,LT-2323: Vessel V-123 Liquid Level - Low-Low
1828,2024-05-03 07:57:57,TT-2424: Pump P-124 Outlet Temperature - High
1829,2024-05-03 08:00:09,TT-4444: Pump P-144 Inlet Temperature - High
1830,2024-05-03 08:03:57,PT-2222: Compressor C-122 Suction Pressure - High
1831,2024-05-03 08:07:31,TT-4040: Heat Exchanger E-140 Outlet Temperature - High
1832,2024-05-03 08:10:03,PT-6006: Compressor C-106 Suction Pressure - Low
1833,2024-05-03 08:14:03,LT-1515: Vessel V-115 Liquid Level - High-High
1834,2024-05-03 08:15:36,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1835,2024-05-03 08:15:36,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1836,2024-05-03 08:15:36,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1837,2024-05-03 08:19:16,PT-1414: Compressor C-114 Suction Pressure - Low
1838,2024-05-03 08:19:16,PT-2626: Compressor C-126 Discharge Pressure - Low
1839,2024-05-03 08:19:16,PT-2222: Compressor C-122 Suction Pressure - High
1840,2024-05-03 08:23:14,PT-1414: Compressor C-114 Suction Pressure - Low
1841,2024-05-03 08:23:14,PT-2626: Compressor C-126 Discharge Pressure - Low
1842,2024-05-03 08:23:14,PT-2222: Compressor C-122 Suction Pressure - High
1843,2024-05-03 08:27:57,PT-6006: Compressor C-106 Suction Pressure - Low
1844,2024-05-03 08:30:28,TT-3636: Pump P-136 Inlet Temperature - Low
1845,2024-05-03 08:33:38,LT-7007: Vessel V-107 Liquid Level - High-High
1846,2024-05-03 08:33:38,FV-1001: Vessel V-101 Pressure - High
1847,2024-05-03 08:33:38,LT-3939: Vessel V-139 Liquid Level - Low-Low
1848,2024-05-03 08:38:27,PT-6006: Compressor C-106 Suction Pressure - Low
1849,2024-05-03 08:40:22,LT-2727: Vessel V-127 Liquid Level - High
1850,2024-05-03 08:42:23,PT-4242: Compressor C-142 Discharge Pressure - High-High
1851,2024-05-03 08:45:41,FT-4949: Vessel V-149 Flow Rate - High
1852,2024-05-03 08:47:10,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1853,2024-05-03 08:47:10,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1854,2024-05-03 08:47:10,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1855,2024-05-03 08:49:30,PT-3838: Compressor C-138 Suction Pressure - Low
1856,2024-05-03 08:51:34,TT-8008: Pump P-108 Inlet Temperature - Low
1857,2024-05-03 08:56:22,FV-1001: Vessel V-101 Pressure - High
1858,2024-05-03 08:56:56,TT-3232: Pump P-132 Outlet Temperature - Low
1859,2024-05-03 09:01:26,TT-4848: Pump P-148 Outlet Temperature - Low
1860,2024-05-03 09:03:28,TT-4444: Pump P-144 Inlet Temperature - High
1861,2024-05-03 09:03:28,TT-1616: Pump P-116 Outlet Temperature - Low
1862,2024-05-03 09:03:28,TT-4848: Pump P-148 Outlet Temperature - Low
1863,2024-05-03 09:03:40,TT-1212: Heat Exchanger E-112 Inlet Temperature - Low
1864,2024-05-03 09:03:40,TT-2828: Heat Exchanger E-128 Inlet Temperature - Low
1865,2024-05-03 09:03:40,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1866,2024-05-03 09:05:19,TT-8008: Pump P-108 Inlet Temperature - Low
1867,2024-05-03 09:06:12,PT-1010: Compressor C-110 Discharge Pressure - Low-Low
1868,2024-05-03 09:07:31,PT-1414: Compressor C-114 Suction Pressure - Low
1869,2024-05-03 09:07:31,PT-2626: Compressor C-126 Discharge Pressure - Low
1870,2024-05-03 09:07:31,PT-2222: Compressor C-122 Suction Pressure - High
1871,2024-05-03 09:08:40,FT-2929: Vessel V-129 Flow Rate - Low-Low
1872,2024-05-03 09:11:03,TT-4004: Heat Exchanger E-104 Outlet Temperature - High
1873,2024-05-03 09:12:56,FT-9009: Vessel V-109 Flow Rate - High
1874,2024-05-03 09:15:50,PT-3030: Compressor C-130 Suction Pressure - High
1875,2024-05-03 09:18:06,LT-3131: Vessel V-131 Liquid Level - High-High
1876,2024-05-03 09:21:06,LT-1515: Vessel V-115 Liquid Level - High-High
1877,2024-05-03 09:21:09,PT-2626: Compressor C-126 Discharge Pressure - Low
1878,2024-05-03 09:25:24,TT-8008: Pump P-108 Inlet Temperature - Low
1879,2024-05-03 09:26:10,LT-2323: Vessel V-123 Liquid Level - Low-Low
1880,2024-05-03 09:28:24,FT-4949: Vessel V-149 Flow Rate - High
1881,2024-05-03 09:30:41,TT-3636: Pump P-136 Inlet Temperature - Low
1882,2024-05-03 09:32:28,TT-4444: Pump P-144 Inlet Temperature - High
1883,2024-05-03 09:32:28,TT-1616: Pump P-116 Outlet Temperature - Low
1884,2024-05-03 09:32:28,TT-4848: Pump P-148 Outlet Temperature - Low
1885,2024-05-03 09:34:15,TT-8008: Pump P-108 Inlet Temperature - Low
1886,2024-05-03 09:35:36,LT-3131: Vessel V-131 Liquid Level - High-High
